,CustomerID,Recency,Frequency,Monetary,R,F,M,RFMscore
46,12405.0,7992,2916,92361.06000000001,2,3,4,9
47,12406.0,10199,11025,358606.5,2,4,5,11
48,12407.0,13101,5929,131525.23999999996,2,4,4,10
49,12408.0,16837,11025,303297.75,2,4,5,11
50,12409.0,15159,11881,1206921.03,2,4,5,11
51,12410.0,8008,676,18026.579999999998,2,2,3,7
52,12412.0,8245,3721,74839.68000000001,2,4,4,10
53,12413.0,9692,1444,28807.8,2,3,3,8
54,12414.0,4607,324,10123.38,3,2,2,7
55,12415.0,129700,512656,89438803.48,1,5,5,11
56,12417.0,31203,36864,700627.2,1,5,5,11
57,12418.0,3808,1156,22731.72,3,3,3,9
58,12420.0,1827,841,17411.31,4,2,3,9
59,12421.0,7320,2025,36316.8,3,3,3,9
60,12422.0,7996,1521,31338.839999999993,2,3,3,8
61,12423.0,26256,15625,232413.75,1,5,5,11
62,12424.0,4860,900,52828.79999999999,3,3,4,10
63,12425.0,2808,1296,27979.199999999997,4,3,3,10
64,12426.0,5820,900,17481.9,3,3,3,9
65,12427.0,4736,961,25599.8,3,3,3,9
66,12428.0,71559,86436,2339199.24,1,5,5,11
67,12429.0,17298,9409,363788.8,2,4,5,11
68,12430.0,473,121,2820.3999999999996,5,1,1,7
69,12431.0,47266,55225,1508688.2500000002,1,5,5,11
70,12432.0,14414,11664,546406.5599999998,2,4,5,11
71,12433.0,64790,176400,5617865.4,1,5,5,11
72,12434.0,7016,2500,40307.0,3,3,3,9
73,12435.0,6416,1296,281876.04000000004,3,3,5,11
74,12436.0,1584,256,8144.160000000002,4,2,2,8
75,12437.0,26723,40000,990282.0,1,5,5,11
76,12438.0,7546,9604,284871.30000000005,3,4,5,12
77,12441.0,4026,121,1909.0500000000002,3,1,1,5
78,12442.0,36,144,2064.7200000000003,5,1,1,7
79,12444.0,20626,31329,885966.42,1,5,5,11
80,12445.0,88,16,533.6,5,1,1,7
81,12446.0,3306,3364,58133.979999999996,4,4,4,12
82,12447.0,6318,676,12388.74,3,2,2,7
83,12448.0,968,484,9887.900000000001,5,2,2,9
84,12449.0,19400,36481,776852.39,1,5,5,11
85,12450.0,1350,64,1583.04,4,1,1,6
86,12451.0,60790,125316,3198574.08,1,5,5,11
87,12452.0,352,484,9472.539999999999,5,2,2,9
88,12453.0,5762,1849,30404.869999999995,3,3,3,9
89,12454.0,840,225,52925.100000000006,5,2,4,11
90,12455.0,18626,8100,222017.40000000002,2,4,4,10
91,12456.0,18025,15625,397630.0,2,5,5,12
92,12457.0,9362,3969,148883.49,2,4,4,10
93,12458.0,6745,1444,36001.2,3,3,3,9
94,12461.0,5330,1225,28940.8,3,3,3,9
95,12462.0,12516,3844,73754.58,2,4,4,10
96,12463.0,13719,6889,111616.74000000002,2,4,4,10
97,12464.0,4744,841,35149.45,3,2,3,8
98,12465.0,4751,2209,34882.93,3,3,3,9
99,12468.0,8654,1444,27722.519999999997,2,3,3,8
100,12471.0,71608,210681,9082990.350000001,1,5,5,11
101,12472.0,68592,114921,2227945.29,1,5,5,11
102,12473.0,15277,27889,655984.35,2,5,5,12
103,12474.0,60422,178084,3090765.9799999995,1,5,5,11
104,12475.0,1908,1296,26041.679999999997,4,3,3,10
105,12476.0,30515,54289,1588225.86,1,5,5,11
106,12477.0,42569,90000,3965922.0000000005,1,5,5,11
107,12478.0,108,1296,24515.640000000003,5,3,3,11
108,12479.0,341,961,16343.2,5,3,3,11
109,12480.0,29868,23716,505371.02,1,5,5,11
110,12481.0,43037,46656,1205241.1199999999,1,5,5,11
111,12483.0,11868,5625,186373.5,2,4,4,10
112,12484.0,58326,117649,1552870.76,1,5,5,11
113,12488.0,2091,3025,71426.30000000002,4,3,4,11
114,12489.0,5040,225,5023.949999999999,3,2,2,7
115,12490.0,31983,60025,1327392.85,1,5,5,11
116,12491.0,988,676,11970.4,5,2,2,9
117,12492.0,1638,400,5264.2,4,2,2,8
118,12493.0,4014,484,9542.28,3,2,2,7
119,12494.0,12664,5929,95949.7,2,4,4,10
120,12497.0,1134,196,14603.399999999998,5,1,3,9
121,12498.0,951,529,9285.1,5,2,2,9
122,12500.0,8793,3721,259727.02000000005,2,4,5,11
123,12501.0,50064,22201,323239.11000000004,1,5,5,11
124,12502.0,28784,21609,547408.89,1,5,5,11
125,12504.0,234,81,4338.45,5,1,2,8
126,12506.0,5336,529,1690.5000000000002,3,2,1,6
127,12507.0,5101,484,28705.82,3,2,3,8
128,12508.0,1921,4624,27055.84,4,4,3,11
129,12509.0,1988,49,1235.5,4,1,1,6
130,12510.0,9993,1089,32424.81,2,3,3,8
131,12512.0,2046,961,4097.58,4,3,2,9
132,12513.0,3920,1225,21430.15,3,3,3,9
133,12514.0,13617,2601,51901.68,2,3,4,9
134,12515.0,5648,256,6139.200000000002,3,2,2,7
135,12516.0,3341,676,34113.56,4,2,3,9
136,12517.0,35131,77841,692366.4,1,5,5,11
137,12518.0,6811,15376,255054.36,3,5,5,13
138,12519.0,1071,289,5624.280000000001,5,2,2,9
139,12520.0,31030,23104,400407.52,1,5,5,11
140,12521.0,5396,1444,22787.839999999997,3,3,3,9
141,12522.0,540,144,2312.6400000000003,5,1,1,7
142,12523.0,14755,11236,189715.62,2,4,4,10
143,12524.0,30181,20736,645943.6799999999,1,5,5,11
144,12526.0,4263,5041,93482.86000000002,3,4,4,11
145,12527.0,4963,324,6276.780000000001,3,2,2,7
146,12528.0,17127,8464,177880.16,2,4,4,10
147,12530.0,11147,4356,109710.48,2,4,4,10
148,12531.0,238,289,2128.74,5,2,1,8
149,12532.0,480,256,5597.280000000001,5,2,2,9
150,12534.0,8190,3969,68618.34000000001,2,4,4,10
151,12535.0,4804,1156,24355.9,3,3,3,9
152,12536.0,15367,68121,3289077.6300000004,2,5,5,12
153,12538.0,609,441,7642.95,5,2,2,9
154,12539.0,72831,74529,1520159.5499999998,1,5,5,11
155,12540.0,74951,228484,6405314.72,1,5,5,11
156,12541.0,7359,2704,51021.36000000001,3,3,3,9
157,12544.0,684,361,7081.300000000002,5,2,2,9
158,12545.0,10006,2500,50019.5,2,3,3,8
159,12546.0,4569,4761,80143.5,3,4,4,11
160,12547.0,2074,64,1662.4,4,1,1,6
161,12548.0,830,25,476.0,5,1,1,7
162,12550.0,4503,3249,54995.310000000005,3,3,4,10
163,12551.0,3570,100,1680.0,4,1,1,6
164,12552.0,779,400,8756.4,5,2,2,9
165,12553.0,33982,36481,705225.48,1,5,5,11
166,12556.0,12515,14161,71347.64,2,4,4,10
167,12557.0,6897,1089,395701.68,3,3,5,11
168,12558.0,77,121,2969.5600000000004,5,1,1,7
169,12559.0,6690,441,11795.909999999998,3,2,2,7
170,12560.0,11120,11025,224071.05000000002,2,4,4,10
171,12561.0,4832,256,3821.6,3,2,2,7
172,12562.0,16603,28224,635332.32,2,5,5,12
173,12564.0,5481,441,9594.9,3,2,2,7
174,12565.0,2592,81,1313.2800000000002,4,1,1,6
175,12566.0,1634,361,6681.349999999999,4,2,2,8
176,12567.0,84995,198916,4192970.8800000004,1,5,5,11
177,12569.0,19108,35344,775441.7200000001,1,5,5,11
178,12571.0,2474,1156,17666.74,4,3,3,10
179,12572.0,2028,3600,61225.2,4,4,4,12
180,12573.0,6356,784,4495.12,3,2,2,7
181,12574.0,3465,121,2402.95,4,1,1,6
182,12576.0,12988,7744,115793.04,2,4,4,10
183,12577.0,26818,21316,91483.59999999999,1,5,4,10
184,12578.0,24024,12996,318574.14,1,4,5,10
185,12579.0,2262,841,12772.18,4,2,2,8
186,12580.0,5904,576,9976.800000000003,3,2,2,7
187,12581.0,585,225,2965.65,5,2,1,8
188,12582.0,5836,484,11249.919999999998,3,2,2,7
189,12583.0,40268,61009,1798500.8599999999,1,5,5,11
190,12584.0,10371,9216,224462.40000000005,2,4,4,10
191,12585.0,27963,7569,177488.69999999998,1,4,4,9
192,12586.0,187,121,2166.34,5,1,1,7
193,12587.0,28,16,576.0,5,1,1,7
194,12588.0,390,100,2149.0,5,1,1,7
195,12589.0,2140,1225,22633.800000000003,4,3,3,10
196,12590.0,14348,4624,670769.68,2,4,5,11
197,12591.0,8242,676,11774.1,2,2,2,6
198,12592.0,2745,324,7876.8,4,2,2,8
199,12593.0,3583,441,8780.099999999999,4,2,2,8
200,12594.0,21544,13924,393909.96,1,4,5,10
201,12596.0,4242,729,16693.29,3,2,3,8
202,12597.0,21692,42436,785111.3199999998,1,5,5,11
203,12598.0,16843,17424,399046.56,2,5,5,12
204,12599.0,10990,3844,64019.96000000002,2,4,4,10
205,12600.0,11680,4096,166338.56,2,4,4,10
206,12601.0,7539,784,16157.680000000002,3,2,3,8
207,12602.0,696,144,1837.44,5,1,1,7
208,12603.0,63,9,2217.6,5,1,1,7
209,12604.0,3084,256,4066.88,4,2,2,8
210,12607.0,6060,10201,159530.51,3,4,4,11
211,12609.0,11436,3600,67611.0,2,4,4,10
212,12610.0,10033,11236,222551.24,2,4,4,10
213,12611.0,3380,4225,77565.8,4,4,4,12
214,12612.0,1406,361,13376.759999999998,4,2,2,8
215,12613.0,22071,23409,511690.14,1,5,5,11
216,12614.0,5540,400,6312.0,3,2,2,7
217,12615.0,8207,11025,240574.95,2,4,5,11
218,12616.0,5262,1024,22825.6,3,3,3,9
219,12617.0,1189,1681,14472.18,5,3,3,11
220,12618.0,231,121,1950.41,5,1,1,7
221,12619.0,8901,8100,327711.6,2,4,5,11
222,12620.0,9142,8464,123225.72,2,4,4,10
223,12621.0,75440,218089,6393075.89,1,5,5,11
224,12622.0,2552,121,1981.0999999999997,4,1,1,6
225,12623.0,4968,324,5491.8,3,2,2,7
226,12624.0,5377,1444,24362.94,3,3,3,9
227,12625.0,23870,7396,230808.52000000002,1,4,4,9
228,12626.0,44368,86436,1946421.1199999999,1,5,5,11
229,12627.0,20817,52900,1030061.9000000001,1,5,5,11
230,12628.0,1503,1681,32244.859999999997,4,3,3,10
231,12630.0,1766,4096,81336.32,4,4,4,12
232,12631.0,1767,961,19855.5,4,3,3,10
233,12633.0,19882,10201,218561.98,1,4,4,9
234,12635.0,11589,10201,170607.18000000002,2,4,4,10
235,12637.0,63820,145924,2293107.8,1,5,5,11
236,12638.0,1287,1521,26195.910000000003,5,3,3,11
237,12639.0,5236,484,10694.2,3,2,2,7
238,12640.0,3664,2809,62252.74,3,3,4,10
239,12641.0,1150,100,1859.0,5,1,1,7
240,12642.0,3418,2209,47623.22,4,3,3,10
241,12643.0,4558,576,80271.35999999999,3,2,4,9
242,12644.0,3999,961,14815.210000000001,3,3,3,9
243,12645.0,12405,5329,129588.14000000001,2,4,4,10
244,12646.0,1260,2025,60613.65,5,3,4,12
245,12647.0,28025,14884,454184.04000000004,1,5,5,11
246,12648.0,3234,441,6679.049999999999,4,2,2,8
247,12649.0,5102,961,19328.81,3,3,3,9
248,12650.0,60,400,6288.8,5,2,2,9
249,12651.0,3006,81,1026.0,4,1,1,6
250,12652.0,15888,2304,44159.04,2,3,3,8
251,12653.0,8732,1849,95023.55,2,3,4,9
252,12654.0,5869,1444,22875.239999999998,3,3,3,9
253,12656.0,13892,15876,510447.42,2,5,5,12
254,12657.0,2424,2209,77229.46,4,3,4,11
255,12658.0,648,1296,24697.8,5,3,3,11
256,12659.0,145,25,458.40000000000003,5,1,1,7
257,12660.0,143,169,3186.2999999999997,5,1,1,7
258,12662.0,36845,52900,885449.4,1,5,5,11
259,12664.0,4683,1369,180629.56,3,3,4,10
260,12665.0,972,9,189.0,5,1,1,7
261,12667.0,1914,1089,20464.290000000005,4,3,3,10
262,12668.0,37229,25921,612951.15,1,5,5,11
263,12669.0,22562,10201,277147.03,1,4,5,10
264,12670.0,10665,8464,275636.60000000003,2,4,5,11
265,12672.0,3290,100,2259.0,4,1,1,6
266,12673.0,7593,1764,25641.84,3,3,3,9
267,12674.0,9833,6889,163559.8,2,4,4,10
268,12676.0,7922,2025,59912.55,3,3,4,10
269,12678.0,23901,27225,2908695.9,1,5,5,11
270,12679.0,12586,2304,53424.96,2,3,4,9
271,12680.0,3613,2704,44866.12000000001,4,3,3,10
272,12681.0,135442,407044,8796450.520000001,1,5,5,11
273,12682.0,91082,274576,6434625.68,1,5,5,11
274,12683.0,64728,118336,2915940.08,1,5,5,11
275,12684.0,12993,11025,239781.15000000002,2,4,5,11
276,12685.0,11625,24649,449503.56,2,5,5,12
277,12686.0,2597,49,623.98,4,1,1,6
278,12688.0,19323,29241,833421.5100000001,1,5,5,11
279,12689.0,5268,5184,89827.92,3,4,4,11
280,12690.0,3280,256,6224.16,4,2,2,8
281,12691.0,6422,1024,33145.6,3,3,3,9
282,12693.0,9196,1521,33380.49,2,3,3,8
283,12694.0,4850,1369,32177.789999999997,3,3,3,9
284,12695.0,3002,729,15716.7,4,2,3,9
285,12697.0,4857,1681,39261.19,3,3,3,9
286,12700.0,28874,71824,1323917.3199999998,1,5,5,11
287,12701.0,7610,2809,42278.630000000005,3,3,3,9
288,12702.0,228,144,2628.0,5,1,1,7
289,12703.0,1491,441,5954.55,4,2,2,8
290,12704.0,8187,7744,205993.92,2,4,4,10
291,12705.0,51760,111556,2294008.8600000003,1,5,5,11
292,12707.0,9603,1089,19912.859999999997,2,3,3,8
293,12708.0,29968,24649,425926.87,1,5,5,11
294,12709.0,32674,42849,2009249.6400000001,1,5,5,11
295,12710.0,12272,5929,88474.54000000002,2,4,4,10
296,12712.0,29416,17689,584685.29,1,5,5,11
297,12713.0,0,1444,32244.9,5,3,3,11
298,12714.0,37074,67081,1219594.7400000002,1,5,5,11
299,12715.0,2120,400,6867.200000000001,4,2,2,8
300,12716.0,6057,4761,72690.81000000001,3,4,4,11
301,12717.0,11219,3025,56703.9,2,3,4,9
302,12718.0,1349,361,4526.75,4,2,2,8
303,12719.0,1275,1521,25153.050000000003,5,3,3,11
304,12720.0,59905,125316,2046732.4200000004,1,5,5,11
305,12721.0,28964,25921,427636.93,1,5,5,11
306,12722.0,6645,2809,52874.39,3,3,4,10
307,12723.0,2803,4761,50029.83,4,4,3,11
308,12724.0,7090,2809,54664.73,3,3,4,10
309,12725.0,8904,576,10267.2,2,2,2,6
310,12726.0,20169,15376,323528.39999999997,1,5,5,11
311,12727.0,30926,19321,553317.2999999999,1,5,5,11
312,12728.0,10703,2116,38471.17999999999,2,3,3,8
313,12729.0,2938,676,11778.260000000002,4,2,2,8
314,12731.0,49404,75076,5177479.34,1,5,5,11
315,12732.0,2148,144,2835.120000000001,4,1,1,6
316,12733.0,5148,484,8446.900000000001,3,2,2,7
317,12734.0,1408,16,441.6,4,1,1,6
318,12735.0,14029,1849,33521.51,2,3,3,8
319,12736.0,1328,16,936.0000000000001,5,1,1,7
320,12738.0,4092,121,1708.85,3,1,1,5
321,12739.0,3741,1444,38495.52,3,3,3,9
322,12740.0,1701,729,11545.2,4,2,2,8
323,12743.0,17554,17161,70757.03,2,5,4,11
324,12744.0,44643,49284,4724002.38,1,5,5,11
325,12747.0,18537,10609,432189.0299999999,2,4,5,11
326,12748.0,571122,19474569,145863727.47,1,5,5,11
327,12749.0,21030,39601,814085.12,1,5,5,11
328,12750.0,1920,225,4138.2,4,2,2,8
329,12752.0,4293,2809,231439.34000000003,3,3,4,10
330,12753.0,45815,38809,4221589.83,1,5,5,11
331,12754.0,18010,3969,189676.62,2,4,4,10
332,12755.0,1205,16,15247.8,5,1,3,9
333,12756.0,344,16,448.32,5,1,1,7
334,12757.0,37800,132496,2851812.6,1,5,5,11
335,12758.0,20212,9409,270784.23000000004,1,4,5,10
336,12759.0,15602,9025,145486.80000000005,2,4,4,10
337,12762.0,861,4761,130997.88000000003,5,4,4,13
338,12763.0,6180,324,8893.44,3,2,2,7
339,12764.0,14220,2025,76224.6,2,3,4,9
340,12766.0,66544,96100,2166785.3,1,5,5,11
341,12769.0,7616,1024,36595.2,3,3,3,9
342,12770.0,2520,144,16217.399999999998,4,1,3,8
343,12772.0,3245,3025,49085.850000000006,4,3,3,10
344,12775.0,12588,4356,91478.64000000001,2,4,4,10
345,12778.0,9059,2500,41111.5,2,3,3,8
346,12779.0,29711,22201,593222.64,1,5,5,11
347,12781.0,4890,625,20668.5,3,2,3,8
348,12782.0,24597,10609,240084.76000000007,1,4,5,10
349,12783.0,3810,7056,186976.44,3,4,4,11
350,12784.0,849,3249,30370.739999999998,5,3,3,11
351,12785.0,5096,196,4367.3,3,1,2,6
352,12787.0,2300,400,9273.2,4,2,2,8
353,12789.0,260,16,367.4,5,1,1,7
354,12790.0,4032,441,6823.3200000000015,3,2,2,7
355,12791.0,746,4,385.2,5,1,1,7
356,12792.0,6400,625,10013.5,3,2,2,7
357,12793.0,8275,576,13091.52,2,2,2,6
358,12794.0,3285,2025,38718.45,4,3,3,10
359,12795.0,252,196,6026.72,5,1,2,8
360,12797.0,4745,169,3302.39,3,1,1,5
361,12798.0,1074,64,55816.32,5,1,4,10
362,12802.0,4650,625,10689.5,3,2,2,7
363,12808.0,4664,784,13542.199999999999,3,2,2,7
364,12809.0,4425,625,12232.75,3,2,2,7
365,12811.0,8412,961,15960.349999999997,2,3,3,8
366,12812.0,660,225,3444.6,5,2,1,8
367,12814.0,202,4,251.84,5,1,1,7
368,12815.0,8490,2209,49982.62,2,3,3,8
369,12816.0,3970,841,16593.800000000003,3,2,3,8
370,12817.0,1124,16,664.16,5,1,1,7
371,12818.0,3654,196,21589.12,3,1,3,7
372,12820.0,5626,3481,55598.060000000005,3,4,4,11
373,12821.0,1284,36,556.3199999999999,5,1,1,7
374,12822.0,3849,2116,43648.48000000001,3,3,3,9
375,12823.0,1040,25,8797.5,5,1,2,8
376,12824.0,1475,625,9928.0,4,2,2,8
377,12826.0,18671,8281,134199.52,2,4,4,10
378,12827.0,845,625,10753.75,5,2,2,9
379,12828.0,3910,3136,57047.76,3,3,4,10
380,12829.0,3816,121,3223.0,3,1,1,5
381,12830.0,5058,1444,258956.32000000004,3,3,5,11
382,12831.0,2358,81,1935.45,4,1,1,6
383,12832.0,2052,729,10341.81,4,2,2,8
384,12833.0,3480,576,10017.119999999999,4,2,2,8
385,12834.0,5076,324,5622.84,3,2,2,7
386,12836.0,31886,30276,454202.64,1,5,5,11
387,12837.0,2076,144,1609.1999999999998,4,1,1,6
388,12838.0,24020,14400,80634.0,1,4,4,9
389,12839.0,40832,98596,1755705.8800000001,1,5,5,11
390,12840.0,22637,12769,308125.01,1,4,5,10
391,12841.0,81341,171396,1652514.1199999999,1,5,5,11
392,12842.0,5712,1156,38045.66,3,3,3,9
393,12843.0,20110,10609,175332.78000000003,1,4,4,9
394,12844.0,4336,2704,16949.92,3,3,3,9
395,12845.0,7699,729,9560.429999999998,3,2,2,7
396,12847.0,1848,7056,70865.76,4,4,4,12
397,12849.0,9546,2304,48493.92,2,3,3,8
398,12851.0,4512,2209,6195.069999999999,3,3,2,8
399,12852.0,4998,289,5296.35,3,2,2,7
400,12853.0,16382,6084,152653.80000000002,2,4,4,10
401,12854.0,23508,11881,143471.25000000003,1,4,4,9
402,12855.0,1116,9,114.30000000000001,5,1,1,7
403,12856.0,12520,96721,675112.5800000001,2,5,5,12
404,12857.0,12788,2116,50894.4,2,3,3,8
405,12863.0,260,25,2606.0,5,1,1,7
406,12864.0,414,9,441.36,5,1,1,7
407,12865.0,8096,9025,148981.85,2,4,4,10
408,12866.0,7358,676,14537.12,3,2,3,8
409,12867.0,97181,285156,2140987.56,1,5,5,11
410,12868.0,29286,11449,171955.42,1,4,4,9
411,12871.0,1416,121,4187.04,4,1,2,7
412,12872.0,22998,4356,39598.02000000001,1,4,3,8
413,12873.0,1128,16,1496.0,5,1,1,7
414,12875.0,505,4,686.4600000000002,5,1,1,7
415,12876.0,9571,7225,188531.70000000007,2,4,4,10
416,12877.0,18783,23716,236508.58000000005,2,5,5,12
417,12878.0,11662,2209,40184.53,2,3,3,8
418,12879.0,739,100,5732.200000000001,5,1,2,8
419,12881.0,1925,49,2086.0,4,1,1,6
420,12882.0,237,169,19019.519999999993,5,1,3,9
421,12883.0,2243,1764,29545.74,4,3,3,10
422,12884.0,616,49,2163.3500000000004,5,1,1,7
423,12885.0,6813,5041,83440.61999999998,3,4,4,11
424,12886.0,12638,6724,113028.8,2,4,4,10
425,12888.0,1234,25,1770.6,5,1,1,7
426,12890.0,1896,6241,29760.88,4,4,3,11
427,12891.0,697,9,993.0,5,1,1,7
428,12893.0,930,961,5473.049999999999,5,3,2,10
429,12895.0,1628,484,8201.6,4,2,2,8
430,12897.0,1010,16,866.0,5,1,1,7
431,12901.0,18674,13456,2047926.6399999997,2,4,5,11
432,12902.0,2640,100,1386.7999999999997,4,1,1,6
433,12904.0,6206,5041,35220.26,3,4,3,10
434,12906.0,3842,3969,183948.03,3,4,4,11
435,12908.0,488,4,1500.0,5,1,1,7
436,12909.0,17275,8281,198258.97,2,4,4,10
437,12910.0,10188,5625,230628.00000000003,2,4,4,10
438,12912.0,458,576,39895.2,5,2,3,10
439,12913.0,5089,2500,124181.5,3,3,4,10
440,12915.0,6168,484,8000.299999999999,3,2,2,7
441,12916.0,24588,10609,303329.85,1,4,5,10
442,12917.0,256,4,1188.0,5,1,1,7
443,12919.0,3204,2500,66759.5,4,3,4,11
444,12920.0,459,729,4395.0599999999995,5,2,2,9
445,12921.0,113892,518400,11942704.8,1,5,5,11
446,12922.0,4508,784,11350.64,3,2,2,7
447,12923.0,1792,784,4838.959999999999,4,2,2,8
448,12924.0,5087,900,28011.000000000004,3,3,3,9
449,12925.0,1790,2025,31232.249999999996,4,3,3,10
450,12928.0,14756,7056,173266.8,2,4,4,10
451,12929.0,2488,64,942.8,4,1,1,6
452,12930.0,3252,625,10395.0,4,2,2,8
453,12931.0,10312,6724,3448588.7199999997,2,4,5,11
454,12933.0,10643,11236,64398.18,2,4,4,10
455,12935.0,19448,16641,278730.3,1,5,5,11
456,12936.0,3071,3844,65961.8,4,4,4,12
457,12937.0,9808,14400,180512.40000000002,2,4,4,10
458,12938.0,225,81,1027.26,5,1,1,7
459,12939.0,9643,2209,544344.6,2,3,5,10
460,12940.0,5811,9216,86370.24,3,4,4,11
461,12942.0,13442,4900,47292.0,2,4,3,9
462,12944.0,5516,900,18135.299999999996,3,3,3,9
463,12945.0,6624,529,10647.850000000002,3,2,2,7
464,12947.0,24602,9409,155587.03,1,4,4,9
465,12948.0,17644,13456,239534.19999999998,2,4,5,11
466,12949.0,36204,46225,895952.3,1,5,5,11
467,12950.0,272,529,42389.0,5,2,3,10
468,12951.0,11957,3969,67036.40999999999,2,4,4,10
469,12952.0,4148,6241,109635.41,3,4,4,11
470,12953.0,153,289,5607.450000000001,5,2,2,9
471,12955.0,17388,32400,856288.8000000002,2,5,5,12
472,12956.0,5814,361,2053.33,3,2,1,6
473,12957.0,31373,56644,956174.52,1,5,5,11
474,12962.0,1278,256,4262.24,5,2,2,9
475,12963.0,8455,9025,176379.85,2,4,4,10
476,12965.0,9612,11664,83139.48000000001,2,4,4,10
477,12966.0,90,100,1601.8000000000002,5,1,1,7
478,12967.0,6997,361,31557.100000000002,3,2,3,8
479,12968.0,560,25,679.75,5,1,1,7
480,12970.0,3423,16641,52305.630000000005,4,5,4,13
481,12971.0,52493,93025,3412922.55,1,5,5,11
482,12974.0,1576,64,1158.4,4,1,1,6
483,12976.0,4642,484,16249.2,3,2,3,8
484,12977.0,1404,81,353.16,4,1,1,6
485,12980.0,5074,400,147498.0,3,2,4,9
486,12981.0,1724,400,7444.399999999998,4,2,2,8
487,12982.0,6776,784,10935.12,3,2,2,7
488,12984.0,72,16,390.0,5,1,1,7
489,12985.0,1456,5776,94192.88,4,4,4,12
490,12987.0,3780,784,15643.600000000002,3,2,3,8
491,12988.0,24236,6889,41983.06000000001,1,4,3,8
492,12989.0,7248,4096,443143.04000000004,3,4,5,12
493,12990.0,1856,169,5323.500000000002,4,1,2,7
494,12991.0,2671,961,15616.560000000003,4,3,3,10
495,12993.0,4721,729,11198.519999999999,3,2,2,7
496,12994.0,8256,3721,59439.619999999995,2,4,4,10
497,12995.0,255,9,633.96,5,1,1,7
498,12997.0,10631,3481,72386.51000000001,2,4,4,10
499,12999.0,6651,784,12764.64,3,2,2,7
500,13000.0,9031,961,16580.350000000006,2,3,3,8
501,13001.0,78659,113569,3297871.8899999997,1,5,5,11
502,13002.0,2226,49,846.65,4,1,1,6
503,13003.0,1112,36,894.3000000000001,5,1,1,7
504,13004.0,70940,163216,2284987.64,1,5,5,11
505,13005.0,5812,676,13356.199999999999,3,2,2,7
506,13006.0,224,16,326.28,5,1,1,7
507,13008.0,4522,196,3212.5800000000004,3,1,1,5
508,13011.0,1116,9,151.64999999999998,5,1,1,7
509,13012.0,12711,7744,144921.91999999998,2,4,4,10
510,13013.0,44235,47961,1053595.8599999999,1,5,5,11
511,13014.0,14672,12100,381290.80000000005,2,4,5,11
512,13015.0,24887,30625,584437.0,1,5,5,11
513,13016.0,4831,2209,37124.829999999994,3,3,3,9
514,13017.0,7,1,204.0,5,1,1,7
515,13018.0,74443,209764,3333186.6000000006,1,5,5,11
516,13021.0,15765,17161,342745.78,2,5,5,12
517,13023.0,3860,1600,27596.000000000004,3,3,3,9
518,13026.0,2900,1600,39014.4,4,3,3,10
519,13027.0,5829,676,179712.0,3,2,4,9
520,13028.0,1542,2025,29759.40000000001,4,3,3,10
